keithley1_smub_volt,keithley1_smua_curr,keithley1_smua_volt,keithley1_smub_curr,keithley2_smua_curr,keithley2_smua_temperature,keithley2_smua_volt,keithley2_smub_curr,keithley2_smub_volt,time
0.0,3.63111e-12,0.0,-1.30272e-11,1.47093e-06,56.2374154200644,0.005,-1.84655e-10,0.001,0.161210599995684
-0.02,1.38628e-11,0.0,-2.6381e-11,1.47199e-06,56.2600652760925,0.005,-1.78337e-10,0.001,1.98953550000442
-0.04,2.38538e-11,0.0,-3.90971e-11,1.47027e-06,56.2233057579482,0.005,-1.84178e-10,0.001,3.02935960004106
-0.06,3.38173e-11,0.0,-5.09727e-11,1.47026e-06,56.2230919343077,0.005,-1.85132e-10,0.001,4.06124429998454
-0.08,4.36628e-11,0.0,-6.29866e-11,1.47193e-06,56.2587835743481,0.005,-1.82986e-10,0.001,5.10275399999227
-0.1,5.35405e-11,0.0,-7.47931e-11,1.47235e-06,56.2677545658534,0.005,-1.79291e-10,0.001,6.52604200004134
-0.12,6.32906e-11,0.0,-8.62503e-11,1.47351e-06,56.2925204366313,0.005,-1.78337e-10,0.001,7.95653480000328
-0.14,7.33304e-11,0.0,-9.83942e-11,1.47288e-06,56.279072037926,0.005,-1.78099e-10,0.001,8.98411439999472
-0.16,8.31795e-11,0.0,-1.10222e-10,1.47375e-06,56.2976423667553,0.005,-1.87039e-10,0.001,10.0271501000389
-0.18,9.31478e-11,0.0,-1.22265e-10,1.47299e-06,56.2814205188872,0.005,-1.8084e-10,0.001,11.0590705000213
-0.2,1.02986e-10,0.0,-1.33846e-10,1.47318e-06,56.2854766393162,0.005,-1.78218e-10,0.001,12.10459490004
-0.22,1.13223e-10,0.0,-1.46097e-10,1.47394e-06,56.3016967316361,0.005,-1.81079e-10,0.001,13.1352819000022
-0.24,1.23256e-10,0.0,-1.58073e-10,1.47606e-06,56.3469051811942,0.005,-1.81317e-10,0.001,14.1825135000399
-0.26,1.33392e-10,0.0,-1.69988e-10,1.47401e-06,56.3031903344404,0.005,-1.82986e-10,0.001,15.2151906000217
-0.28,1.43725e-10,0.0,-1.81323e-10,1.47492e-06,56.3226017554866,0.005,-1.32322e-10,0.001,16.2639018000336
-0.3,1.53927e-10,0.0,-1.93903e-10,1.47469e-06,56.3176965215767,0.005,-1.77622e-10,0.001,18.0921022000257
-0.32,1.64241e-10,0.0,-2.06292e-10,1.47334e-06,56.28889197914,0.005,-1.81317e-10,0.001,19.1267483000411
-0.34,1.74611e-10,0.0,-2.18853e-10,1.47393e-06,56.3014833549469,0.005,-1.74642e-10,0.001,20.1578577000182
-0.36,1.8509e-10,0.0,-2.3119e-10,1.47365e-06,56.2955083142879,0.005,-1.76787e-10,0.001,21.5909404000267
-0.38,1.9618e-10,0.0,-2.43721e-10,1.47229e-06,56.2664731271511,0.005,-1.78814e-10,0.001,23.0148997000069
-0.4,2.06528e-10,0.0,-2.56637e-10,1.47247e-06,56.2703173117749,0.005,-1.74165e-10,0.001,24.0541327000246
-0.42,2.17262e-10,0.0,-2.69344e-10,1.47128e-06,56.2448956606277,0.005,-1.74642e-10,0.001,25.0861814999953
-0.44,2.28127e-10,0.0,-2.82394e-10,1.4715e-06,56.2495967616998,0.005,-1.75357e-10,0.001,26.1255046000006
-0.46,2.39124e-10,0.0,-2.95477e-10,1.4722e-06,56.2645508869116,0.005,-1.79648e-10,0.001,27.1575636999914
-0.48,2.5009e-10,0.0,-3.08497e-10,1.4714e-06,56.2474599707123,0.005,-1.73688e-10,0.001,28.1913735000417
-0.5,2.61105e-10,0.0,-3.2217e-10,1.47146e-06,56.248742059931,0.005,-1.75595e-10,0.001,29.2245656999876
-0.48,2.5179e-10,0.0,-3.05867e-10,1.4729e-06,56.2794990454137,0.005,-1.77264e-10,0.001,30.2693123000208
-0.46,2.42436e-10,0.0,-2.92078e-10,1.47189e-06,56.2579290821564,0.005,-1.72973e-10,0.001,31.3032423999975
-0.44,2.33122e-10,0.0,-2.78977e-10,1.47359e-06,56.294227824466,0.005,-1.82867e-10,0.001,32.7480809999979
-0.42,2.23334e-10,0.0,-2.65855e-10,1.47218e-06,56.2641237090196,0.005,-1.82033e-10,0.001,34.1768803999876
-0.4,2.13302e-10,0.0,-2.52618e-10,1.4721e-06,56.2624149487416,0.005,-1.8537e-10,0.001,35.2217034000205
-0.38,2.03124e-10,0.0,-2.40263e-10,1.47338e-06,56.2897457654556,0.005,-1.84178e-10,0.001,36.2541946999845
-0.36,1.92976e-10,0.0,-2.27903e-10,1.47379e-06,56.2984959537124,0.005,-1.75238e-10,0.001,37.6857731000055
-0.34,1.82952e-10,0.0,-2.15517e-10,1.47433e-06,56.3100174749447,0.005,-1.86682e-10,0.001,39.1109632999869
-0.32,1.72527e-10,0.0,-2.02525e-10,1.47393e-06,56.3014833549469,0.005,-1.76549e-10,0.001,40.1567155999946
-0.3,1.62032e-10,0.0,-1.90187e-10,1.47383e-06,56.2993495212256,0.005,-1.82629e-10,0.001,41.1893886000034
-0.28,1.51452e-10,0.0,-1.7755e-10,1.47321e-06,56.286117039247,0.005,-1.86682e-10,0.001,42.2417388000176
-0.26,1.40516e-10,0.0,-1.64523e-10,1.47236e-06,56.2679681347092,0.005,-1.83463e-10,0.001,43.2749268999905
-0.24,1.29828e-10,0.0,-1.52185e-10,1.47186e-06,56.2572882002219,0.005,-1.85251e-10,0.001,44.319471099996
-0.22,1.19526e-10,0.0,-1.39853e-10,1.47182e-06,56.2564336739208,0.005,-1.83582e-10,0.001,45.3521631000331
-0.2,1.08765e-10,0.0,-1.27234e-10,1.47253e-06,56.2715986190009,0.005,-1.83463e-10,0.001,46.3876650999882
-0.18,9.8083e-11,0.0,-1.14745e-10,1.47256e-06,56.2722392561816,0.005,-1.84298e-10,0.001,47.4188979000319
-0.16,8.72517e-11,0.0,-1.029e-10,1.47279e-06,56.2771504440055,0.005,-1.93119e-10,0.001,48.8582450000104
-0.14,7.66206e-11,0.0,-9.05585e-11,1.47444e-06,56.3123640172554,0.005,-1.89185e-10,0.001,50.2882611000095
-0.12,6.60658e-11,0.0,-7.81941e-11,1.472e-06,56.2602788887867,0.005,-1.85847e-10,0.001,51.3287448000046
-0.1,5.5064e-11,0.0,-6.55329e-11,1.47286e-06,56.2786450255717,0.005,-1.87993e-10,0.001,52.3613111000159
-0.08,4.44877e-11,0.0,-5.36621e-11,1.47124e-06,56.2440408515891,0.005,-1.87278e-10,0.001,53.7889782999991
-0.06,3.39878e-11,0.0,-4.14681e-11,1.47234e-06,56.2675409957801,0.005,-1.85609e-10,0.001,55.2119013000047
-0.04,2.32708e-11,0.0,-2.91646e-11,1.47337e-06,56.2895323207005,0.005,-1.87874e-10,0.001,56.2565893999999
-0.02,1.2629e-11,0.0,-1.69218e-11,1.47265e-06,56.2741611019997,0.005,-1.88947e-10,0.001,57.2885490999906
0.0,2.59399e-12,0.0,-5.04613e-12,1.47307e-06,56.283128412587,0.005,-1.85728e-10,0.001,58.3308402000112
0.02,-7.93457e-12,0.0,6.92129e-12,1.47308e-06,56.2833418938257,0.005,-1.87159e-10,0.001,59.3629866000265
0.04,-1.8326e-11,0.0,1.92749e-11,1.47331e-06,56.2882516266358,0.005,-1.88708e-10,0.001,60.4075511000119
0.06,-2.8882e-11,0.0,3.13306e-11,1.4731e-06,56.2837688526541,0.005,-1.86682e-10,0.001,61.4394902000204
0.08,-3.92914e-11,0.0,4.34709e-11,1.47343e-06,56.2908129709929,0.005,-1.85251e-10,0.001,62.4847178999917
0.1,-4.94707e-11,0.0,5.51355e-11,1.47336e-06,56.2893188747296,0.005,-1.78456e-10,0.001,63.515541300003
0.12,-5.97334e-11,0.0,6.59275e-11,1.47424e-06,56.3080974673928,0.005,-1.91092e-10,0.001,64.9564427000005
0.14,-6.98543e-11,0.0,7.82609e-11,1.47352e-06,56.2927338643654,0.005,-1.89781e-10,0.001,66.3870417000144
0.16,-8.00884e-11,0.0,9.03571e-11,1.47284e-06,56.2782180083507,0.005,-1.87278e-10,0.001,67.4332872999948
0.18,-9.00698e-11,0.0,1.01998e-10,1.47317e-06,56.2852631702403,0.005,-1.84894e-10,0.001,68.4648897000006
0.2,-9.98807e-11,0.0,1.13089e-10,1.47287e-06,56.2788585323572,0.005,-1.87278e-10,0.001,69.8982289000414
0.22,-1.09808e-10,0.0,1.24582e-10,1.47264e-06,56.2739475684436,0.005,-1.84059e-10,0.001,71.3210518000415
0.24,-1.19611e-10,0.0,1.36187e-10,1.47475e-06,56.3189762097143,0.005,-1.84536e-10,0.001,72.3565050000325
0.26,-1.29492e-10,0.0,1.47647e-10,1.47473e-06,56.3185496518572,0.005,-1.8239e-10,0.001,73.3870069000404
0.28,-1.39397e-10,0.0,1.5941e-10,1.47378e-06,56.2982825587961,0.005,-1.81437e-10,0.001,74.4316927000182
0.3,-1.49156e-10,0.0,1.70878e-10,1.47203e-06,56.2609197195616,0.005,-1.81198e-10,0.001,75.4631622000015
0.32,-1.58852e-10,0.0,1.82297e-10,1.47064e-06,56.231216374648,0.005,-1.81317e-10,0.001,76.5066874999902
0.34,-1.68374e-10,0.0,1.93534e-10,1.47074e-06,56.233354092406,0.005,-1.79768e-10,0.001,77.5379673999851
0.36,-1.7805e-10,0.0,2.04659e-10,1.47127e-06,56.2446819601967,0.005,-1.78218e-10,0.001,78.5695106000057
0.38,-1.87644e-10,0.0,2.1633e-10,1.47134e-06,56.2461778376123,0.005,-1.82509e-10,0.001,79.6431366000324
0.4,-1.96491e-10,0.0,2.26022e-10,1.47143e-06,56.2481010208066,0.005,-1.88351e-10,0.001,81.0798730000388
0.42,-2.06206e-10,0.0,2.37738e-10,1.4713e-06,56.2453230578321,0.005,-1.86563e-10,0.001,82.5082123000175
0.44,-2.15585e-10,0.0,2.48865e-10,1.47147e-06,56.2489557372015,0.005,-1.87993e-10,0.001,83.5497293000226
0.46,-2.25062e-10,0.0,2.60091e-10,1.47106e-06,56.2401939695055,0.005,-1.8692e-10,0.001,84.5778802999994
0.48,-2.34103e-10,0.0,2.70469e-10,1.47251e-06,56.271171521461,0.005,-1.86086e-10,0.001,86.0053371000104
0.5,-2.43118e-10,0.0,2.80625e-10,1.47355e-06,56.2933741402736,0.005,-1.86324e-10,0.001,87.4298292000312
0.52,-2.52399e-10,0.0,2.92071e-10,1.47409e-06,56.304897236179,0.005,-1.81198e-10,0.001,88.4736867999891
0.54,-2.61767e-10,0.0,3.02995e-10,1.4745e-06,56.3136438874964,0.005,-1.85966e-10,0.001,89.5065111999866
