keithley1_smub_volt,keithley1_smua_curr,keithley1_smua_volt,keithley1_smub_curr,keithley2_smua_curr,keithley2_smua_temperature,keithley2_smua_volt,keithley2_smub_curr,keithley2_smub_volt,time
0.0,9.66191e-11,0.0,-1.44339e-11,1.47517e-06,56.3279328033661,0.005,-2.91944e-10,0.001,0.326002500019968
-0.02,7.85494e-11,0.0,-2.61962e-11,1.47496e-06,56.3234547741092,0.005,-2.0802e-10,0.001,2.1672601000173
-0.04,7.42424e-11,0.0,-3.80027e-11,1.47364e-06,56.2952949023563,0.005,-2.02179e-10,0.001,3.22634519997519
-0.06,7.37202e-11,0.0,-4.89688e-11,1.47252e-06,56.2713850708396,0.005,-1.96934e-10,0.001,4.28028220002307
-0.08,7.59804e-11,0.0,-5.95319e-11,1.47043e-06,56.2267267701961,0.005,-1.94073e-10,0.001,5.33652090001851
-0.1,7.88009e-11,0.0,-6.98149e-11,1.47162e-06,56.2521607500083,0.005,-1.87993e-10,0.001,6.38153010001406
-0.12,8.32212e-11,0.0,-8.03411e-11,1.4739e-06,56.3008432175891,0.005,-1.86801e-10,0.001,7.42521580000175
-0.14,8.81505e-11,0.0,-9.07028e-11,1.47178e-06,56.2555791281272,0.005,-1.62125e-10,0.001,8.47186829999555
-0.16,9.33325e-11,0.0,-1.00641e-10,1.47294e-06,56.2803530457896,0.005,-1.8847e-10,0.001,9.52241969999159
-0.18,9.95958e-11,0.0,-1.10842e-10,1.47268e-06,56.2748016953658,0.005,-1.84059e-10,0.001,10.5749929000158
-0.2,1.06069e-10,0.0,-1.2146e-10,1.47329e-06,56.2878247188865,0.005,-1.77741e-10,0.001,11.6344887000159
-0.22,1.12209e-10,0.0,-1.31644e-10,1.47374e-06,56.2974289669777,0.005,-1.87039e-10,0.001,12.6842498999904
-0.24,1.2989e-10,0.0,-1.47924e-10,1.47379e-06,56.2984959537124,0.005,-1.92285e-10,0.001,14.127876500017
-0.26,1.38761e-10,0.0,-1.59646e-10,1.4749e-06,56.3221752388941,0.005,-1.82986e-10,0.001,15.5621021999978
-0.28,1.53027e-10,0.0,-1.74445e-10,1.47317e-06,56.2852631702403,0.005,-4.39882e-11,0.001,16.6256801999989
-0.3,1.46799e-10,0.0,-1.76499e-10,1.47332e-06,56.2884650786865,0.005,-1.7786e-10,0.001,18.4707357999869
-0.32,1.51558e-10,0.0,-1.85368e-10,1.47375e-06,56.2976423667553,0.005,-1.72019e-10,0.001,19.5406730999821
