keithley1_smub_volt,keithley1_smua_curr,keithley1_smua_volt,keithley1_smub_curr,keithley2_smua_curr,keithley2_smua_temperature,keithley2_smua_volt,keithley2_smub_curr,keithley2_smub_volt,time
0.0,-1.24097e-12,0.0,-5.34773e-12,1.48294e-06,56.493244973054,0.005,-1.64032e-10,0.001,0.180913400021382
-0.02,-6.03199e-13,0.0,-8.46505e-12,1.48103e-06,56.4526758952842,0.005,-1.62482e-10,0.001,1.2129685000109
-0.04,1.19209e-14,0.0,-1.10018e-11,1.48013e-06,56.4335443547507,0.005,-1.64509e-10,0.001,2.25167340002372
-0.06,5.19752e-13,0.0,-1.33693e-11,1.4805e-06,56.4414107250988,0.005,-1.57356e-10,0.001,3.28022290000808
-0.08,9.71556e-13,0.0,-1.55199e-11,1.479e-06,56.4095098137936,0.005,-1.54018e-10,0.001,4.31440900001326
-0.1,1.54376e-12,0.0,-1.75393e-11,1.47926e-06,56.4150412498391,0.005,-1.53184e-10,0.001,6.1365736000007
-0.12,2.1708e-12,0.0,-1.95992e-11,1.47883e-06,56.4058926643543,0.005,-1.53184e-10,0.001,7.17243390000658
-0.14,2.90155e-12,0.0,-2.19142e-11,1.48064e-06,56.4443867593143,0.005,-1.56164e-10,0.001,8.20200900000054
-0.16,3.46541e-12,0.0,-2.42007e-11,1.48006e-06,56.4320559368838,0.005,-1.56164e-10,0.001,9.24047610000707
-0.18,4.0853e-12,0.0,-2.62725e-11,1.4796e-06,56.422273435192,0.005,-1.58429e-10,0.001,10.2704545000161
-0.2,4.7493e-12,0.0,-2.83253e-11,1.47949e-06,56.4199337631576,0.005,-1.51753e-10,0.001,11.7175330000173
-0.22,5.37992e-12,0.0,-3.03853e-11,1.47924e-06,56.4146157837281,0.005,-1.4472e-10,0.001,12.7551725000085
-0.24,6.22511e-12,0.0,-3.2891e-11,1.47925e-06,56.4148285173871,0.005,-1.45555e-10,0.001,14.2067234000133
-0.26,6.91414e-12,0.0,-3.52633e-11,1.48003e-06,56.4314180254269,0.005,-1.49369e-10,0.001,15.2474616999971
-0.28,7.76172e-12,0.0,-3.77405e-11,1.48076e-06,56.4469374578301,0.005,-1.57237e-10,0.001,16.2964244000032
-0.3,8.533e-12,0.0,-4.00829e-11,1.48068e-06,56.4452370114288,0.005,-1.53899e-10,0.001,17.333967100014
-0.32,9.52363e-12,0.0,-4.25017e-11,1.48135e-06,56.459475869564,0.005,-1.5676e-10,0.001,18.3868833000015
-0.34,1.04654e-11,0.0,-4.49193e-11,1.4823e-06,56.4796560334694,0.005,-1.56522e-10,0.001,19.4217078000074
-0.36,1.13702e-11,0.0,-4.77982e-11,1.48259e-06,56.4858141316597,0.005,-1.60456e-10,0.001,20.4657975000155
-0.38,1.27649e-11,0.0,-5.06437e-11,1.48063e-06,56.4441741932736,0.005,-1.61886e-10,0.001,21.8892830999976
-0.4,1.40941e-11,0.0,-5.31685e-11,1.48178e-06,56.4686113940374,0.005,-1.55807e-10,0.001,23.3322221999988
-0.42,1.50704e-11,0.0,-5.62429e-11,1.4813e-06,56.4584134548488,0.005,-1.54376e-10,0.001,24.3667524000048
-0.44,1.61469e-11,0.0,-5.90038e-11,1.48283e-06,56.4909097243684,0.005,-1.53899e-10,0.001,25.417241600022
