keithley1_smub_volt,keithley1_smua_curr,keithley1_smua_volt,keithley1_smub_curr,keithley2_smua_curr,keithley2_smua_temperature,keithley2_smua_volt,keithley2_smub_curr,keithley2_smub_volt,time
0.0,-9.19104e-13,0.0,-5.45263e-12,1.48291e-06,56.492608101466,0.005,-1.56403e-10,0.001,0.16400399999111
-0.02,-4.22001e-13,0.0,-8.84652e-12,1.48327e-06,56.5002498470061,0.005,-1.62721e-10,0.001,1.99185649998253
-0.04,2.74181e-13,0.0,-1.13237e-11,1.48334e-06,56.5017355612208,0.005,-1.61052e-10,0.001,3.03878040000563
-0.06,7.70092e-13,0.0,-1.37186e-11,1.48327e-06,56.5002498470061,0.005,-1.61767e-10,0.001,4.07094659999711
-0.08,1.26123e-12,0.0,-1.59156e-11,1.48192e-06,56.4715852707454,0.005,-1.65939e-10,0.001,5.12019220000366
-0.1,1.89304e-12,0.0,-1.77574e-11,1.48073e-06,56.4462997994649,0.005,-1.5831e-10,0.001,6.9406192000024
-0.12,2.56181e-12,0.0,-2.01309e-11,1.48084e-06,56.448637827134,0.005,-1.56999e-10,0.001,7.98595549998572
-0.14,3.23892e-12,0.0,-2.26307e-11,1.48191e-06,56.4713728587998,0.005,-1.57595e-10,0.001,9.01689860000624
-0.16,3.75986e-12,0.0,-2.46799e-11,1.48242e-06,56.4822043346467,0.005,-1.58429e-10,0.001,10.0629707000044
-0.18,4.47154e-12,0.0,-2.71797e-11,1.48221e-06,56.4777446939685,0.005,-1.55926e-10,0.001,11.0928695999901
-0.2,5.22017e-12,0.0,-2.94685e-11,1.48241e-06,56.4819919828274,0.005,-1.508e-10,0.001,12.1264650999801
-0.22,6.07848e-12,0.0,-3.16298e-11,1.48255e-06,56.4849647989084,0.005,-1.57833e-10,0.001,13.1554786000052
-0.24,6.76155e-12,0.0,-3.38805e-11,1.48224e-06,56.4783818179571,0.005,-1.51515e-10,0.001,14.1879134000046
-0.26,7.54833e-12,0.0,-3.62134e-11,1.48265e-06,56.4870880947305,0.005,-1.49369e-10,0.001,15.2174782999791
-0.28,8.46386e-12,0.0,-3.85606e-11,1.48205e-06,56.4743465165796,0.005,-1.56283e-10,0.001,16.659222199989
-0.3,9.21369e-12,0.0,-4.11654e-11,1.48103e-06,56.4526758952842,0.005,-1.54376e-10,0.001,18.0879696999909
-0.32,1.03796e-11,0.0,-4.36735e-11,1.48346e-06,56.5042823629914,0.005,-1.57118e-10,0.001,19.1292819999799
-0.34,1.13547e-11,0.0,-4.6376e-11,1.48232e-06,56.4800807623548,0.005,-1.57356e-10,0.001,20.1598125000019
-0.36,1.23858e-11,0.0,-4.9094e-11,1.48176e-06,56.468186535259,0.005,-1.60933e-10,0.001,21.1989114999888
-0.38,1.3901e-11,0.0,-5.22435e-11,1.48223e-06,56.4781694444966,0.005,-1.56045e-10,0.001,22.6220043999783
-0.4,1.52838e-11,0.0,-5.51927e-11,1.48219e-06,56.4773199386306,0.005,-1.52469e-10,0.001,24.0539003000013
-0.42,1.62971e-11,0.0,-5.826e-11,1.48187e-06,56.4705231989884,0.005,-1.55568e-10,0.001,25.082519299991
-0.44,1.76418e-11,0.0,-6.09136e-11,1.48292e-06,56.4928203931967,0.005,-1.53542e-10,0.001,26.1215434999904
-0.46,1.87838e-11,0.0,-6.37722e-11,1.48414e-06,56.5187109748915,0.005,-1.58787e-10,0.001,27.1519082000013
-0.48,2.02203e-11,0.0,-6.65224e-11,1.4833e-06,56.5008865888744,0.005,-1.57714e-10,0.001,28.197708599997
-0.5,2.14612e-11,0.0,-6.95562e-11,1.48375e-06,56.510436420246,0.005,-1.59144e-10,0.001,29.2285592999833
-0.48,1.94442e-11,0.0,-6.35207e-11,1.48241e-06,56.4819919828274,0.005,-1.63555e-10,0.001,30.2697194999782
