keithley1_smub_volt,keithley1_smua_curr,keithley1_smua_volt,keithley1_smub_curr,time
0.0,-5.17392e-13,0.01,1.43625e-11,0.0769552000565454
-0.01,-3.85523e-14,0.01,3.29971e-12,1.0938760000281
-0.02,8.65579e-14,0.01,-1.72889e-12,2.12335330003407
-0.03,3.52323e-13,0.01,-5.66471e-12,3.14764990005642
-0.04,5.98168e-13,0.01,-8.61382e-12,4.16941860003863
-0.05,6.94978e-13,0.01,-1.18077e-11,5.1895261000609
-0.06,7.2571e-13,0.01,-1.42287e-11,6.21738570008893
-0.07,9.19402e-13,0.01,-1.70165e-11,7.24913360003848
-0.08,9.45294e-13,0.01,-1.93231e-11,8.27246320003178
-0.09,1.0414e-12,0.01,-2.18012e-11,9.29109670000616
-0.1,1.21574e-12,0.01,-2.50031e-11,10.3145970000187
-0.11,1.30885e-12,0.01,-2.71898e-11,11.3306613001041
-0.12,1.31068e-12,0.01,-2.94333e-11,12.3590376001084
-0.13,1.36138e-12,0.01,-3.27119e-11,13.5813528000144
-0.14,1.53276e-12,0.01,-3.50143e-11,14.7966763000004
-0.15,1.6657e-12,0.01,-3.8227e-11,15.8161715000169
-0.16,1.79992e-12,0.01,-4.11788e-11,16.8453137000324
-0.17,1.82607e-12,0.01,-4.47738e-11,17.8628498000326
-0.18,1.96252e-12,0.01,-4.75644e-11,18.8949042001041
-0.19,2.15422e-12,0.01,-5.12103e-11,19.9110701000318
-0.2,2.25666e-12,0.01,-5.38242e-11,20.9374248000095
-0.21,2.28159e-12,0.01,-5.73955e-11,21.965852900059
-0.22,2.44279e-12,0.01,-5.99396e-11,23.0002685000654
-0.23,2.69768e-12,0.01,-6.38274e-11,24.0186772000743
-0.24,2.84159e-12,0.01,-6.66327e-11,25.0510025001131
-0.25,2.89274e-12,0.01,-7.00552e-11,26.0703456000192
-0.26,2.99706e-12,0.01,-7.37768e-11,27.1025127000175
-0.27,3.25466e-12,0.01,-7.56309e-11,28.3214138000039
-0.28,3.36926e-12,0.01,-8.02896e-11,29.3574610000942
-0.29,3.44441e-12,0.01,-8.23504e-11,30.3768074000254
-0.3,3.73077e-12,0.01,-8.72678e-11,31.6113425000804
-0.31,3.82911e-12,0.01,-9.17098e-11,32.6279073000187
-0.32,4.05627e-12,0.01,-9.60891e-11,33.6470644000219
-0.33,4.23841e-12,0.01,-1.01512e-10,34.6658284000587
-0.34,4.35686e-12,0.01,-1.05756e-10,35.6922418000177
-0.35,4.59964e-12,0.01,-1.11679e-10,36.7099616000196
-0.36,4.8749e-12,0.01,-1.1635e-10,37.7392434000503
-0.37,5.11929e-12,0.01,-1.22539e-10,38.7587546000723
-0.38,5.35835e-12,0.01,-1.27776e-10,39.7875890000723
-0.39,5.60346e-12,0.01,-1.33722e-10,40.8116661000531
-0.4,5.91979e-12,0.01,-1.40725e-10,41.8401580000063
-0.41,6.11e-12,0.01,-1.46878e-10,42.8740331000881
-0.42,6.41928e-12,0.01,-1.52187e-10,43.9144996000687
-0.43,6.72699e-12,0.01,-1.59979e-10,45.1310537001118
-0.44,7.04495e-12,0.01,-1.66352e-10,46.1648197000613
-0.45,7.4824e-12,0.01,-1.74771e-10,47.3943766000448
-0.46,7.84102e-12,0.01,-1.84838e-10,48.4203517000424
-0.47,8.32042e-12,0.01,-1.94321e-10,49.4402455000672
-0.48,8.77504e-12,0.01,-2.04361e-10,50.4629435000243
-0.49,9.46507e-12,0.01,-2.16141e-10,51.487453800044
-0.5,1.0131e-11,0.01,-2.27644e-10,52.5157069000416
-0.49,7.89068e-12,0.01,-1.79306e-10,53.5414045000216
-0.48,6.33367e-12,0.01,-1.45488e-10,54.5636164000025
-0.47,5.2291e-12,0.01,-1.1975e-10,55.5814056000672
-0.46,4.30466e-12,0.01,-9.8647e-11,56.6145331000444
-0.45,3.46477e-12,0.01,-8.00885e-11,57.6511508000549
-0.44,2.91271e-12,0.01,-6.52071e-11,58.6836656000232
-0.43,2.30045e-12,0.01,-5.24712e-11,59.7011185000883
-0.42,1.76636e-12,0.01,-4.15467e-11,60.9364618000109
-0.41,1.37376e-12,0.01,-3.21244e-11,62.1525390000315
-0.4,1.16141e-12,0.01,-2.39301e-11,63.1903917000163
-0.39,6.95503e-13,0.01,-1.62191e-11,64.210158700007
-0.38,5.16832e-13,0.01,-1.01207e-11,65.246189400088
-0.37,2.33245e-13,0.01,-4.63974e-12,66.2669953000732
-0.36,-7.98583e-14,0.01,9.23634e-13,67.2939336000709
-0.35,-2.32613e-13,0.01,5.04625e-12,68.3549195000669
-0.34,-4.17936e-13,0.01,9.48131e-12,69.383871100028
-0.33,-5.20718e-13,0.01,1.31696e-11,70.4059319000226
-0.32,-6.7327e-13,0.01,1.68256e-11,71.4342173000332
-0.31,-7.89011e-13,0.01,1.98636e-11,72.4521353000309
