keithley1_smub_volt,keithley1_smua_curr,keithley1_smua_volt,keithley1_smub_curr,time
0.0,1.21251e-12,0.01,-1.6323e-10,0.0640623000217602
-0.01,1.31766e-12,0.01,-2.19386e-10,1.28032349993009
-0.02,1.40431e-12,0.01,-2.75843e-10,2.31044449994806
-0.03,1.35158e-12,0.01,-3.37341e-10,3.32753050001338
-0.04,1.28218e-12,0.01,-3.98332e-10,4.35602409997955
-0.05,1.3828e-12,0.01,-4.64494e-10,5.37239099992439
-0.06,1.25964e-12,0.01,-5.3001e-10,6.3974779000273
-0.07,1.34794e-12,0.01,-6.01587e-10,7.41241969994735
-0.08,1.27008e-12,0.01,-6.71046e-10,8.44325459992979
-0.09,1.28036e-12,0.01,-7.42175e-10,9.45876179996412
-0.1,1.21853e-12,0.01,-8.18085e-10,10.4904987999471
-0.11,1.25712e-12,0.01,-8.93232e-10,11.5079023999861
-0.12,1.30986e-12,0.01,-9.7109e-10,12.5386307999725
-0.13,1.34432e-12,0.01,9.91e+37,13.5555450000102
-0.14,1.38942e-12,0.01,9.91e+37,14.7795337999705
-0.15,1.29213e-12,0.01,9.91e+37,15.7954417000292
-0.16,1.26859e-12,0.01,9.91e+37,17.024405199918
-0.17,1.24232e-12,0.01,9.91e+37,18.0406613999512
-0.18,1.26566e-12,0.01,9.91e+37,19.0658414999489
-0.19,1.2761e-12,0.01,9.91e+37,20.0834674999351
-0.2,1.31745e-12,0.01,9.91e+37,21.1046274999389
-0.21,1.28934e-12,0.01,9.91e+37,22.121359199984
-0.22,1.42726e-12,0.01,9.91e+37,23.1490611999761
-0.23,1.30459e-12,0.01,9.91e+37,24.1646379999584
-0.24,1.33259e-12,0.01,9.91e+37,25.1907546999864
-0.25,1.37979e-12,0.01,9.91e+37,26.2079522999702
-0.26,1.28752e-12,0.01,9.91e+37,27.2407275999431
-0.27,1.3698e-12,0.01,9.91e+37,28.257024499937
-0.28,1.37722e-12,0.01,9.91e+37,29.2767289999174
-0.29,1.10577e-12,0.01,9.91e+37,30.2923822000157
-0.3,1.34294e-12,0.01,9.91e+37,31.5229142999742
-0.31,1.34096e-12,0.01,9.91e+37,32.7380642999196
-0.32,1.28551e-12,0.01,9.91e+37,33.766968699987
-0.33,1.40094e-12,0.01,9.91e+37,34.7819614999462
-0.34,1.21124e-12,0.01,9.91e+37,35.8016532999463
-0.35,1.22652e-12,0.01,9.91e+37,36.8177253999747
-0.36,1.15726e-12,0.01,9.91e+37,37.8426256999373
-0.37,1.21481e-12,0.01,9.91e+37,38.8584424000001
-0.38,1.284e-12,0.01,9.91e+37,39.8850595999975
-0.39,1.18004e-12,0.01,9.91e+37,40.9025655000005
-0.4,1.23167e-12,0.01,9.91e+37,41.929883499979
-0.41,1.32629e-12,0.01,9.91e+37,42.9471516999183
-0.42,1.26122e-12,0.01,9.91e+37,43.9762648999458
