keithley1_smub_volt,keithley1_smua_curr,keithley1_smua_volt,keithley1_smub_curr,time
0.0,-9.16719e-15,0.01,-2.44946e-11,0.0874441999476403
-0.01,-6.9046e-14,0.01,-2.55117e-11,1.3044593000086
-0.02,-7.25985e-14,0.01,-2.5568e-11,2.32284549996257
-0.03,-2.38657e-14,0.01,-2.56866e-11,3.33770160004497
-0.04,-1.10936e-13,0.01,-2.55769e-11,4.3631092000287
-0.05,-1.19996e-13,0.01,-2.55995e-11,5.37907619995531
-0.06,-8.76188e-14,0.01,-2.55386e-11,6.40335789998062
-0.07,3.54528e-14,0.01,-2.56261e-11,7.4186047000112
-0.08,-1.29247e-13,0.01,-2.55642e-11,8.4430722000543
-0.09,-4.34041e-14,0.01,-2.56417e-11,9.45940940000582
-0.1,1.58072e-14,0.01,-2.58937e-11,10.4866191999754
-0.11,3.28422e-14,0.01,-2.60867e-11,11.5014165999601
-0.12,-1.10745e-14,0.01,-2.63394e-11,12.5314217000268
-0.13,4.06265e-14,0.01,-2.67599e-11,13.5483590000076
-0.14,-2.68102e-14,0.01,-2.67439e-11,14.7689774000319
-0.15,2.13504e-14,0.01,-2.6795e-11,15.784640399972
-0.16,-8.23379e-14,0.01,-2.75072e-11,17.0161423999816
-0.17,-7.04765e-14,0.01,-2.82866e-11,18.0361049999483
-0.18,-4.93646e-14,0.01,-2.87981e-11,19.0549252999481
-0.19,-1.8394e-14,0.01,-2.95275e-11,20.0713868000312
-0.2,-3.89814e-15,0.01,-3.0036e-11,21.0960263999877
-0.21,-1.79052e-14,0.01,-3.07143e-11,22.1109919999726
-0.22,3.26276e-14,0.01,-3.10836e-11,23.1360069999937
-0.23,-1.4627e-14,0.01,-3.17688e-11,24.1507836000528
-0.24,-5.59926e-14,0.01,-3.22119e-11,25.173941200017
-0.25,6.0904e-14,0.01,-3.28525e-11,26.188474799972
-0.26,4.13418e-14,0.01,-3.33774e-11,27.217529800022
-0.27,6.01172e-14,0.01,-3.39121e-11,28.2327701000031
-0.28,2.84791e-14,0.01,-3.45221e-11,29.2621693999972
-0.29,-7.00355e-14,0.01,-3.45801e-11,30.2782363999868
-0.3,6.60777e-14,0.01,-3.48707e-11,31.5069285000209
-0.31,-1.82748e-14,0.01,-3.56817e-11,32.7228126999689
-0.32,3.65257e-14,0.01,-3.65984e-11,33.7385775999865
-0.33,-8.33035e-14,0.01,-3.73387e-11,34.7528569999849
-0.34,-2.24471e-14,0.01,-3.80026e-11,35.7805496000219
-0.35,-6.31452e-14,0.01,-3.89334e-11,36.7961850999855
-0.36,3.54052e-15,0.01,-3.95575e-11,37.8156331999926
-0.37,-3.38674e-14,0.01,-4.05024e-11,38.8342455000384
-0.38,-1.09315e-14,0.01,-4.11987e-11,39.8590013999492
-0.39,4.72069e-15,0.01,-4.18987e-11,40.8787177000195
-0.4,-1.54376e-14,0.01,-4.29085e-11,41.9058340999763
-0.41,-2.13385e-14,0.01,-4.369e-11,42.9287546999985
-0.42,1.31011e-14,0.01,-4.47618e-11,43.9576946999878
-0.43,7.55549e-14,0.01,-4.56181e-11,44.9804517000448
-0.44,6.21676e-14,0.01,-4.61974e-11,46.0090216000099
-0.45,-3.79562e-14,0.01,-4.67556e-11,47.4295615999727
-0.46,-1.67966e-14,0.01,-4.81715e-11,48.4606436999748
-0.47,7.17282e-14,0.01,-4.94882e-11,49.4801886000205
-0.48,2.52604e-14,0.01,-5.06626e-11,50.5109042000258
-0.49,7.02381e-14,0.01,-5.23646e-11,51.5307585999835
-0.5,1.18232e-13,0.01,-5.38627e-11,52.562064699945
-0.51,-4.18901e-14,0.01,-5.58283e-11,53.5839149999665
-0.52,3.63708e-14,0.01,-5.78284e-11,54.6196480999934
-0.53,1.46544e-13,0.01,-6.02459e-11,55.6411603000015
-0.54,1.83463e-14,0.01,-6.28277e-11,56.6776640999597
-0.55,9.78947e-14,0.01,-6.58296e-11,57.6960130999796
