keithley1_smub_volt,keithley1_smua_curr,keithley1_smua_volt,keithley1_smub_curr,time
0.0,-1.50824e-13,0.01,3.3071e-12,0.120959400082938
-0.01,9.69768e-14,0.01,-8.73089e-13,1.13621350005269
-0.02,2.23672e-13,0.01,-2.70081e-12,2.16452860005666
-0.03,3.87359e-13,0.01,-4.36115e-12,3.58051320002414
-0.04,4.43733e-13,0.01,-5.61082e-12,4.61158560006879
-0.05,5.13661e-13,0.01,-6.95562e-12,5.62603750010021
-0.06,6.42872e-13,0.01,-8.29792e-12,6.65460720006377
-0.07,6.76346e-13,0.01,-9.66334e-12,7.67209200002253
-0.08,7.76541e-13,0.01,-1.09305e-11,8.69670110009611
-0.09,8.0415e-13,0.01,-1.23373e-11,9.71159489999991
-0.1,9.06503e-13,0.01,-1.41207e-11,10.7386331000598
-0.11,1.15479e-12,0.01,-1.56283e-11,11.7553856000304
-0.12,1.13013e-12,0.01,-1.74958e-11,12.7769424000289
-0.13,1.12704e-12,0.01,-1.92624e-11,13.7934617000865
-0.14,1.28942e-12,0.01,-2.14471e-11,14.819773800089
-0.15,1.34698e-12,0.01,-2.3676e-11,15.8351460000267
-0.16,1.4442e-12,0.01,-2.59939e-11,16.8614615000552
-0.17,1.52173e-12,0.01,-2.78935e-11,17.877449600026
-0.18,1.59088e-12,0.01,-3.06032e-11,19.3083429000108
-0.19,1.71134e-12,0.01,-3.30341e-11,20.3230417000595
-0.2,1.88793e-12,0.01,-3.48998e-11,21.3453404000029
-0.21,2.05804e-12,0.01,-3.72645e-11,22.3597100001061
-0.22,2.13467e-12,0.01,-3.91605e-11,23.3812929000705
-0.23,2.32337e-12,0.01,-4.14861e-11,24.396013300051
-0.24,2.39896e-12,0.01,-4.34698e-11,25.4211975000799
-0.25,2.52812e-12,0.01,-4.54569e-11,26.4361057000933
-0.26,2.69222e-12,0.01,-4.79544e-11,27.4632304999977
-0.27,2.86394e-12,0.01,-5.00885e-11,28.4799446000252
-0.28,2.9821e-12,0.01,-5.25469e-11,29.5055303000845
-0.29,3.16737e-12,0.01,-5.50176e-11,30.5200491000433
-0.3,3.39018e-12,0.01,-5.74933e-11,31.5488566000713
-0.31,3.56717e-12,0.01,-5.9829e-11,32.5640367000597
-0.32,3.59596e-12,0.01,-6.01512e-11,33.5871416000882
-0.33,3.73595e-12,0.01,-6.34413e-11,35.0024096000707
-0.34,3.85638e-12,0.01,-6.62e-11,36.0339161000447
-0.35,3.95303e-12,0.01,-6.92118e-11,37.0524895000271
-0.36,4.36785e-12,0.01,-7.18627e-11,38.1132417001063
-0.37,4.55599e-12,0.01,-7.51201e-11,39.1297545999987
-0.38,4.71656e-12,0.01,-7.7852e-11,40.158137200051
-0.39,4.88917e-12,0.01,-8.06662e-11,41.1736629999941
-0.4,5.01864e-12,0.01,-8.40292e-11,42.2019364000298
-0.41,5.267e-12,0.01,-8.70871e-11,43.2174431000603
-0.42,5.42674e-12,0.01,-9.062e-11,44.2347092001
-0.43,5.64822e-12,0.01,-9.36815e-11,45.2521388001041
-0.44,5.85076e-12,0.01,-9.73303e-11,46.2749867000384
-0.45,6.13834e-12,0.01,-1.00697e-10,47.29078140005
-0.46,6.33885e-12,0.01,-1.04794e-10,48.326890300028
-0.47,6.54917e-12,0.01,-1.07106e-10,49.5420589999994
-0.48,7.00462e-12,0.01,-1.11599e-10,50.5651236000704
-0.49,7.30441e-12,0.01,-1.16955e-10,51.5811839000089
-0.5,7.7963e-12,0.01,-1.21834e-10,52.6126126000891
-0.49,6.13433e-12,0.01,-9.58569e-11,53.6280168000376
-0.48,4.88524e-12,0.01,-7.84017e-11,54.6477003000909
-0.47,4.09684e-12,0.01,-6.54244e-11,55.6626418000087
-0.46,3.30042e-12,0.01,-5.49448e-11,56.6864141999977
-0.45,2.65788e-12,0.01,-4.577e-11,57.7011412000284
-0.44,2.1751e-12,0.01,-3.85835e-11,58.7210824000649
-0.43,1.76072e-12,0.01,-3.19059e-11,59.7370064000133
-0.42,1.45134e-12,0.01,-2.66782e-11,60.7601830000058
-0.41,1.07012e-12,0.01,-2.15725e-11,61.7754253000021
-0.4,9.34303e-13,0.01,-1.77701e-11,62.7946600000141
-0.39,6.11556e-13,0.01,-1.36645e-11,63.8114016000181
-0.38,5.07557e-13,0.01,-1.16737e-11,64.8376161000924
-0.37,2.22075e-13,0.01,-8.26752e-12,66.2522871000692
-0.36,1.22225e-13,0.01,-5.06949e-12,67.2823358000023
-0.35,4.68969e-14,0.01,-2.82347e-12,68.2978802000871
-0.34,-1.61338e-13,0.01,-1.47939e-13,69.3147778999992
-0.33,-3.32868e-13,0.01,1.84607e-12,70.3312516000587
-0.32,-4.59015e-13,0.01,4.053e-12,71.357478100108
-0.31,-5.19037e-13,0.01,5.80394e-12,72.3731663000071
-0.3,-6.04689e-13,0.01,7.74193e-12,73.3978939000517
-0.29,-7.52556e-13,0.01,9.64499e-12,74.4164228000445
-0.28,-8.17823e-13,0.01,1.11917e-11,75.4416720001027
-0.27,-8.88431e-13,0.01,1.25314e-11,76.4579507000744
-0.26,-9.74953e-13,0.01,1.34486e-11,77.4829116000328
-0.25,-1.09549e-12,0.01,1.51881e-11,78.4986368000973
-0.24,-1.18997e-12,0.01,1.66705e-11,79.5214758000802
-0.23,-1.26567e-12,0.01,1.65581e-11,80.5389577000169
-0.22,-1.2748e-12,0.01,1.86645e-11,81.9715521000326
-0.21,-1.36949e-12,0.01,2.02167e-11,82.9872155000921
-0.2,-1.44023e-12,0.01,2.21983e-11,84.0170860000653
-0.19,-1.58274e-12,0.01,2.37284e-11,85.0328028000658
-0.18,-1.59833e-12,0.01,2.54629e-11,86.051188500016
-0.17,-1.73494e-12,0.01,2.68693e-11,87.0658548000501
-0.16,-1.7357e-12,0.01,2.83232e-11,88.0974125000648
-0.15,-1.93678e-12,0.01,2.98256e-11,89.1145153000252
-0.14,-1.96707e-12,0.01,3.1252e-11,90.1388984000077
-0.13,-2.0615e-12,0.01,3.29216e-11,91.1542196000228
-0.12,-2.10035e-12,0.01,3.41185e-11,92.1800214000978
-0.11,-2.12395e-12,0.01,3.56374e-11,93.1959507000865
-0.1,-2.33089e-12,0.01,3.69116e-11,94.2203075001016
-0.09,-2.35602e-12,0.01,3.86103e-11,95.2367741001071
-0.08,-2.26481e-12,0.01,3.7939e-11,96.4631609000498
-0.07,-2.29379e-12,0.01,3.97671e-11,97.6782287000678
-0.06,-2.49661e-12,0.01,4.17634e-11,98.7044614000479
-0.05,-2.53049e-12,0.01,4.30863e-11,99.7212281000102
-0.04,-2.61933e-12,0.01,4.48778e-11,100.752431800007
-0.03,-2.63039e-12,0.01,4.61976e-11,101.768320300034
-0.02,-2.72549e-12,0.01,4.75907e-11,102.796428400092
-0.01,-2.8548e-12,0.01,4.90242e-11,103.811558100046
0.0,-2.94687e-12,0.01,4.97936e-11,104.835948300082
0.01,-2.94034e-12,0.01,5.13486e-11,105.852020499995
0.02,-3.02799e-12,0.01,5.25779e-11,106.873664000072
0.03,-3.19294e-12,0.01,5.41024e-11,107.888672300032
0.04,-3.14655e-12,0.01,5.5104e-11,108.912238900084
0.05,-3.3161e-12,0.01,5.64958e-11,109.926989100059
0.06,-3.32022e-12,0.01,5.74113e-11,110.946394000086
0.07,-3.35072e-12,0.01,5.64533e-11,112.161861
0.08,-3.4627e-12,0.01,5.77098e-11,113.389203700004
0.09,-3.48079e-12,0.01,5.90919e-11,114.406793900067
0.1,-3.6465e-12,0.01,6.0704e-11,115.432742300094
0.11,-3.67967e-12,0.01,6.15686e-11,116.448761900072
0.12,-3.74047e-12,0.01,6.27124e-11,117.476326100063
0.13,-3.75048e-12,0.01,6.36802e-11,118.490770800039
0.14,-3.7468e-12,0.01,6.46842e-11,119.520048400038
0.15,-3.81269e-12,0.01,6.5559e-11,120.53703570005
0.16,-3.94172e-12,0.01,6.66245e-11,121.564098800067
0.17,-3.90568e-12,0.01,6.75122e-11,122.579737500055
0.18,-3.94038e-12,0.01,6.83739e-11,123.5996645001
0.19,-3.96149e-12,0.01,6.97577e-11,124.614703800064
0.2,-4.08268e-12,0.01,7.06685e-11,125.640067300061
0.21,-4.07718e-12,0.01,7.2003e-11,126.655280200066
0.22,-3.95042e-12,0.01,7.05924e-11,127.678004300105
0.23,-4.0689e-12,0.01,7.28773e-11,129.092895400012
0.24,-4.02929e-12,0.01,7.4587e-11,130.114521600073
0.25,-4.2552e-12,0.01,7.67008e-11,131.131988800014
0.26,-4.15936e-12,0.01,7.95652e-11,132.148425600026
0.27,-4.28438e-12,0.01,8.24151e-11,133.163124300074
0.28,-4.37319e-12,0.01,8.60195e-11,134.191715200082
0.29,-4.49755e-12,0.01,8.95684e-11,135.207301700022
0.3,-4.6209e-12,0.01,9.47365e-11,136.2375398
0.31,-4.51647e-12,0.01,9.99471e-11,137.255438100081
0.32,-4.78748e-12,0.01,1.06943e-10,138.284964100108
0.33,-4.88932e-12,0.01,1.14148e-10,139.300984400092
0.34,-5.03564e-12,0.01,1.22793e-10,140.317188900081
0.35,-5.28176e-12,0.01,1.33149e-10,141.331677400041
0.36,-5.46303e-12,0.01,1.43731e-10,142.358648100053
0.37,-5.53746e-12,0.01,1.53106e-10,143.574939800077
0.38,-5.69056e-12,0.01,1.67027e-10,144.813042500056
0.39,-6.02466e-12,0.01,1.83243e-10,145.830450100009
0.4,-6.13475e-12,0.01,1.9906e-10,146.85744390008
0.41,-6.60875e-12,0.01,2.16214e-10,147.878135300009
0.42,-6.97013e-12,0.01,2.35104e-10,148.905436800094
0.43,-7.36177e-12,0.01,2.53958e-10,149.924226100091
0.44,-7.84075e-12,0.01,2.74638e-10,150.946925800061
0.45,-8.23367e-12,0.01,2.94998e-10,151.96306400001
0.46,-8.79675e-12,0.01,3.1715e-10,152.99226660002
0.47,-9.30668e-12,0.01,3.38411e-10,154.014741900028
0.48,-9.85516e-12,0.01,3.61564e-10,155.042379200109
0.49,-1.05117e-11,0.01,3.84798e-10,156.060616200091
0.5,-1.11907e-11,0.01,4.09066e-10,157.089561400004
0.49,-9.44605e-12,0.01,3.44908e-10,158.107077100081
0.48,-8.20479e-12,0.01,2.9046e-10,159.336538700038
0.47,-7.06437e-12,0.01,2.47081e-10,160.557051300071
0.46,-6.15793e-12,0.01,2.12079e-10,161.584384400048
0.45,-5.48927e-12,0.01,1.81072e-10,162.605738000013
0.44,-4.71454e-12,0.01,1.55419e-10,163.63925030001
0.43,-4.12642e-12,0.01,1.33068e-10,164.656508500106
0.42,-3.65636e-12,0.01,1.1479e-10,165.684203600045
0.41,-3.15185e-12,0.01,9.77511e-11,166.705383900087
0.4,-2.74436e-12,0.01,8.4125e-11,167.728422300075
0.39,-2.30041e-12,0.01,7.17337e-11,168.74759100005
0.38,-2.04788e-12,0.01,6.03014e-11,169.778139800066
0.37,-1.78292e-12,0.01,5.06169e-11,170.795221500099
0.36,-1.50645e-12,0.01,4.12694e-11,171.825677800109
0.35,-1.22415e-12,0.01,3.36139e-11,172.845191600034
0.34,-1.06578e-12,0.01,2.61437e-11,173.883413300035
0.33,-9.44996e-13,0.01,2.22278e-11,175.103161300067
0.32,-6.81889e-13,0.01,1.5691e-11,176.341233100044
0.31,-5.71597e-13,0.01,9.5222e-12,177.360679600039
0.3,-4.8424e-13,0.01,5.3395e-12,178.389873900102
0.29,-2.96497e-13,0.01,5.95689e-13,179.407544600079
0.28,-1.11759e-13,0.01,-2.6685e-12,180.44143440004
0.27,-5.78642e-14,0.01,-6.1996e-12,181.461062300019
0.26,4.88281e-14,0.01,-8.13723e-12,182.528731400031
0.25,9.87291e-14,0.01,-1.0704e-11,183.55770070001
0.24,1.58024e-13,0.01,-1.22682e-11,184.586620400078
0.23,2.88999e-13,0.01,-1.38805e-11,185.606705200044
0.22,3.60227e-13,0.01,-1.55711e-11,186.637251600041
0.21,3.12865e-13,0.01,-1.64473e-11,187.655283100088
0.2,3.65186e-13,0.01,-1.76877e-11,188.689554600045
0.19,5.08976e-13,0.01,-1.83618e-11,189.707530200016
0.18,4.20821e-13,0.01,-1.73516e-11,190.740831600036
0.17,4.89819e-13,0.01,-1.86009e-11,192.158955599996
0.16,6.63853e-13,0.01,-1.96787e-11,193.188427900081
0.15,6.61886e-13,0.01,-2.08518e-11,194.209151500021
0.14,6.33264e-13,0.01,-2.13948e-11,195.239576200023
0.13,7.34282e-13,0.01,-2.24906e-11,196.257512800046
0.12,7.75933e-13,0.01,-2.28531e-11,197.283508900087
0.11,8.8042e-13,0.01,-2.40474e-11,198.302012400003
0.1,7.58982e-13,0.01,-2.45781e-11,199.328504500096
0.09,9.02116e-13,0.01,-2.55651e-11,200.349214500049
0.08,9.5253e-13,0.01,-2.60509e-11,201.382854700089
0.07,9.83846e-13,0.01,-2.67693e-11,202.401000900078
0.06,1.09198e-12,0.01,-2.78108e-11,203.434723000042
0.05,1.11651e-12,0.01,-2.85898e-11,204.460513900034
0.04,1.20071e-12,0.01,-2.96706e-11,205.495892800041
0.03,1.14073e-12,0.01,-2.88017e-11,206.712367600063
0.02,1.24853e-12,0.01,-3.04046e-11,207.946600100026
0.01,1.2646e-12,0.01,-3.14524e-11,208.963598800008
0.0,1.2789e-12,0.01,-3.24959e-11,209.98558190011
