keithley1_smub_volt,keithley1_smua_curr,keithley1_smua_volt,keithley1_smub_curr,time
0.0,-8.70466e-14,0.0,-2.69055e-13,0.0693067999964114
-0.01,-6.44088e-14,0.0,-1.37639e-12,0.586318800022127
-0.02,-7.7641e-14,0.0,-1.49155e-12,1.10340510000242
-0.03,-1.0246e-13,0.0,-1.54996e-12,1.62161440000637
-0.04,-9.74536e-14,0.0,-1.49882e-12,2.15022470001713
-0.05,-1.20258e-13,0.0,-1.55926e-12,2.66725860000588
-0.06,-1.20687e-13,0.0,-1.55628e-12,3.18830350000644
-0.07,-1.05345e-13,0.0,-1.64783e-12,3.70380930000101
-0.08,-7.47085e-14,0.0,-1.55449e-12,4.23113140001078
-0.09,-5.70536e-14,0.0,-1.54626e-12,4.74795930000255
-0.1,-5.17249e-14,0.0,-1.68765e-12,5.26543050000328
-0.11,-3.79324e-14,0.0,-1.6216e-12,5.78228590000072
-0.12,-5.92113e-14,0.0,-1.62554e-12,6.31174340000143
-0.13,-5.62072e-14,0.0,-1.64223e-12,6.82753989999765
-0.14,-7.17044e-14,0.0,-1.64676e-12,7.34265170001891
-0.15,-7.84278e-14,0.0,-1.5676e-12,7.85957709999639
-0.16,-9.04202e-14,0.0,-1.59502e-12,8.39008880002075
-0.17,-8.85963e-14,0.0,-1.71983e-12,8.90759960000287
-0.18,-9.36866e-14,0.0,-1.63257e-12,9.42453099999693
-0.19,-5.59926e-14,0.0,-1.65486e-12,9.94269920000806
-0.2,-4.84228e-14,0.0,-1.66428e-12,10.4748156999995
-0.21,-5.5027e-14,0.0,-1.69671e-12,10.9893429000222
-0.22,-2.60592e-14,0.0,-1.64616e-12,11.5059494000161
-0.23,-6.03676e-14,0.0,-1.70553e-12,12.0236641000083
-0.24,-3.09944e-14,0.0,-1.65951e-12,12.5557279000059
-0.25,-3.81708e-14,0.0,-1.59848e-12,13.2726911000209
-0.26,-3.91364e-14,0.0,-1.63746e-12,13.7889864000026
-0.27,-3.34978e-14,0.0,-1.67871e-12,14.5072129000037
-0.28,-3.41773e-14,0.0,-1.73151e-12,15.0756359000225
-0.29,-2.03252e-14,0.0,-1.72532e-12,15.5929769000213
