keithley1_smub_volt,keithley1_smua_curr,keithley1_smua_volt,keithley1_smub_curr,time
0.0,6.36029e-13,0.01,1.23392e-12,0.0717724999412894
-0.02,6.60646e-13,0.01,-8.00157e-13,1.08917689998634
-0.04,6.55699e-13,0.01,-1.78049e-12,2.11824879993219
-0.06,6.04558e-13,0.01,-2.56886e-12,3.13485599996056
-0.08,6.48034e-13,0.01,-3.18128e-12,4.16072509996593
-0.1,4.59182e-13,0.01,-3.90885e-12,5.17641920002643
-0.12,5.92077e-13,0.01,-4.62867e-12,6.20578610000666
-0.14,4.76718e-13,0.01,-5.33489e-12,7.22287689999212
-0.16,5.11444e-13,0.01,-6.15031e-12,8.25336520001292
-0.18,5.07748e-13,0.01,-6.99745e-12,9.27113240002654
-0.2,5.0118e-13,0.01,-7.48609e-12,10.7009783999529
-0.22,5.16379e-13,0.01,-8.16442e-12,12.1123739000177
-0.24,5.4996e-13,0.01,-9.34436e-12,13.1449208999984
-0.26,4.38094e-13,0.01,-1.055e-11,14.1620487999171
-0.28,4.65846e-13,0.01,-1.16598e-11,15.1914554999676
-0.3,4.85754e-13,0.01,-1.28943e-11,16.2057354999706
-0.32,5.33426e-13,0.01,-1.39827e-11,17.233004199923
-0.34,5.26738e-13,0.01,-1.53092e-11,18.2505566999316
-0.36,4.53246e-13,0.01,-1.65469e-11,19.2765831999714
-0.38,5.63777e-13,0.01,-1.80202e-11,20.2939306999324
-0.4,5.56016e-13,0.01,-1.94561e-11,21.3216170999222
-0.42,6.35862e-13,0.01,-2.0897e-11,22.3386787999189
-0.44,5.5182e-13,0.01,-2.24416e-11,23.3652945000213
-0.46,5.6299e-13,0.01,-2.41668e-11,24.3817985999631
-0.48,5.70464e-13,0.01,-2.60542e-11,25.411437499919
-0.5,4.4111e-13,0.01,-2.71956e-11,26.8264080999652
-0.48,4.05312e-13,0.01,-1.59745e-11,28.2528007000219
-0.46,4.14908e-13,0.01,-1.08597e-11,29.2697131999303
-0.44,3.81458e-13,0.01,-7.28854e-12,30.29890970001
-0.42,4.04406e-13,0.01,-4.70076e-12,31.3159694999922
-0.4,3.55732e-13,0.01,-2.7872e-12,32.3481397000141
-0.38,3.8178e-13,0.01,-1.22333e-12,33.3641239999561
-0.36,3.52192e-13,0.01,-6.04033e-14,34.3885702999542
-0.34,4.71926e-13,0.01,1.02506e-12,35.4079565999564
-0.32,5.00429e-13,0.01,1.89751e-12,36.4392853999743
-0.3,4.59874e-13,0.01,2.72424e-12,37.4562245999696
-0.28,3.94762e-13,0.01,3.51541e-12,38.4785851999186
-0.26,4.75657e-13,0.01,4.25881e-12,39.4962462999392
-0.24,4.09758e-13,0.01,4.94523e-12,40.5495384000242
-0.22,4.56011e-13,0.01,5.68789e-12,41.5654932999751
-0.2,4.13597e-13,0.01,5.95222e-12,42.9829571999144
-0.18,4.09722e-13,0.01,6.3712e-12,44.3998864999739
-0.16,4.45092e-13,0.01,7.39048e-12,45.4209230999695
-0.14,4.38392e-13,0.01,8.24533e-12,46.4393190999981
-0.12,4.68421e-13,0.01,9.01655e-12,47.4681426999159
-0.1,5.03457e-13,0.01,9.88523e-12,48.487184699974
-0.08,4.7456e-13,0.01,1.07537e-11,49.5065046999371
-0.06,4.78888e-13,0.01,1.16579e-11,50.5235700999619
-0.04,4.14574e-13,0.01,1.25478e-11,51.5488534999313
-0.02,4.92203e-13,0.01,1.34579e-11,52.5662014000118
0.0,4.08101e-13,0.01,1.43379e-11,53.5895735999802
0.02,4.88997e-13,0.01,1.51855e-11,54.6071109999903
0.04,4.92728e-13,0.01,1.61698e-11,55.6241397999693
0.06,5.37515e-13,0.01,1.7061e-11,56.6420498000225
0.08,4.27318e-13,0.01,1.79015e-11,57.6629409999587
0.1,4.51744e-13,0.01,1.76266e-11,58.6810349000152
0.12,4.76515e-13,0.01,1.75303e-11,60.1140111000277
0.14,4.19354e-13,0.01,1.88238e-11,61.5311428999994
0.16,3.33917e-13,0.01,1.98394e-11,62.5567199999932
0.18,3.33393e-13,0.01,2.05757e-11,63.5760888999794
0.2,4.57942e-13,0.01,2.14219e-11,64.6033709999174
0.22,4.35603e-13,0.01,2.22604e-11,65.6203712000279
0.24,4.25434e-13,0.01,2.31182e-11,66.643644399941
0.26,3.44455e-13,0.01,2.41804e-11,67.6627006999915
0.28,3.62265e-13,0.01,2.54543e-11,68.6822623999324
0.3,2.6598e-13,0.01,2.70944e-11,69.6999479000224
0.32,3.36838e-13,0.01,2.92415e-11,70.737073599943
0.34,2.72584e-13,0.01,3.21782e-11,71.7538215999957
0.36,2.47371e-13,0.01,3.59918e-11,72.7953427999746
0.38,3.23892e-13,0.01,4.09774e-11,73.818808699958
0.4,2.98536e-13,0.01,4.64103e-11,75.236909499974
0.42,3.29256e-13,0.01,5.12527e-11,76.2562062999932
0.44,3.51024e-13,0.01,6.08318e-11,77.687441600021
0.46,2.82872e-13,0.01,7.19875e-11,78.7042592000216
0.48,2.86353e-13,0.01,8.44401e-11,79.7374072999228
0.5,3.21984e-13,0.01,9.81638e-11,80.7580615999177
0.48,2.93076e-13,0.01,6.52059e-11,81.7880832999945
0.46,3.22223e-13,0.01,4.45126e-11,82.8124683999922
0.44,3.09455e-13,0.01,3.07219e-11,83.845378799946
0.42,3.27671e-13,0.01,2.12248e-11,84.8618632999714
0.4,2.91479e-13,0.01,1.44623e-11,85.8871987999883
0.38,3.34609e-13,0.01,9.41161e-12,86.9150547999889
0.36,3.52979e-13,0.01,5.63149e-12,87.9435558000114
0.34,3.29483e-13,0.01,2.58807e-12,88.960872799973
0.32,3.3443e-13,0.01,5.54323e-13,89.9886761999223
0.3,3.96562e-13,0.01,-4.83334e-13,91.4069455999415
0.28,4.49002e-13,0.01,-1.38811e-12,92.8223608999979
0.26,4.19915e-13,0.01,-2.64609e-12,93.8427677999716
0.24,3.5857e-13,0.01,-3.36043e-12,94.8692500999896
0.22,3.88837e-13,0.01,-3.9422e-12,95.8895188999595
0.2,4.4806e-13,0.01,-4.32163e-12,96.9226328999503
0.18,4.5079e-13,0.01,-4.61386e-12,97.939386999933
0.16,3.91376e-13,0.01,-4.82206e-12,98.9722603999544
